RAD_10378	RAD_10500	RAD_10656	RAD_10659	RAD_10710	RAD_10901	RAD_10964	RAD_11057	RAD_11067	RAD_11178	RAD_11258	RAD_11392	RAD_11437	RAD_11519	RAD_11614	RAD_11683	RAD_1205	RAD_12138	RAD_12224	RAD_12792	RAD_1712	RAD_2078	RAD_2134	RAD_2318	RAD_2415	RAD_2502	RAD_274	RAD_2839	RAD_2889	RAD_2909	RAD_2935	RAD_2946	RAD_3173	RAD_3389	RAD_3485	RAD_3909	RAD_4092	RAD_4104	RAD_4148	RAD_4436	RAD_444	RAD_4629	RAD_4724	RAD_4767	RAD_4858	RAD_4883	RAD_4975	RAD_5199	RAD_5241	RAD_5315	RAD_5374	RAD_5586	RAD_5649	RAD_5729	RAD_5883	RAD_621	RAD_6357	RAD_64	RAD_6553	RAD_7080	RAD_7089	RAD_7284	RAD_7473	RAD_7529	RAD_7578	RAD_7706	RAD_7709	RAD_7724	RAD_7797	RAD_7859	RAD_7911	RAD_8052	RAD_8232	RAD_8867	RAD_9270	RAD_9337	RAD_9361	RAD_947	RAD_9760	RAD_9895
PCNM4	0.00544057290758298	0.00529418776833237	0.00195414036794947	0.00895611026232388	0.00435203145945141	0.00137466827649114	0.00445568736569439	0.0142464678269124	0.0135337853398902	0.0111756332856943	0	0.0216003314492827	0.0187071214165248	0.0134088649184768	0.000768737027504941	0.00704065628070235	0.00185230741295605	0.00191459488189567	0.000233514730290163	0.00313571180933229	0.0141797092829976	0.00936349590881011	0.00446044620992478	0.000991142134929394	0.00586307420634056	0.00336369335104312	0.00570325069197786	0.00019498225882857	0.00725956654380063	0	1.86013397985036e-05	0.00308690500252502	0.00995669319891167	0.0023505535840342	0.0172548115154398	0.00169644107527417	0.00588910780322205	0.00469155329959955	0.000871666169918595	0.0452531933549719	0.00198587843198514	0.0439836647730307	0.00102355258777327	0.000195688959921108	0	0.0397750562802447	4.07482929922307e-05	0	0.00254761032952427	0.00713763436706749	0.00594949083185159	0.00257124122410181	0.00579106740391078	0.0422092324062965	0.00272267969348091	0.00996864372794457	0.00774971363016277	0.0055761158891304	0.0572239104044516	0.0256992351442964	0.00414009123762088	0.00237705770905153	0.00417600405517931	0	0.0490675077216171	0.0237293496546142	0.0271444879378285	0.00362577758198295	0.0321463767884137	0	0.000243057166638463	0.00531232105923496	0.00109272248741966	0.00609574788235297	0.0199146183333609	0.000605805232588195	0.0449085417244372	0.000985477597104335	0.000125606123418605	6.88031243169754e-05
PCNM5	0.00637163201172409	0.018677969858973	0	0.0283917703061102	0.014292939311754	0.0020389076624134	0.00218500309792116	0.00216251718588883	0.00891967245808397	0.00567407641473557	0.0051364995319446	0.0258478015853794	0.0164229941885111	0.0336307138388503	0.00462371389160719	0.0152077467597478	0.00718231501537387	0.00243006273471373	0	0.0770989401085688	0.0212455014322171	0.0474127617840372	0	0.000189928294668336	0.00758217499961428	0	0.0020849743862089	0.00103074314168177	0.021037895836124	0.00570296451487374	0.000533449567890723	0.0203005363774775	0.00240153102068042	0.0238572243077481	0.0159866138622519	0.0038159766243281	0.0152554128791471	0.0146588722065812	0.0108634526984869	0.0347428716580627	0.00117263571681669	0.0223957043792408	0.00183358743545686	0.000262067307613143	0.0127114051459957	0.0935429023285091	0.0248773391035662	0.0125967984914716	0.0145394926740556	0.0256313334245322	0.00179100831592562	0.0093530325924133	0.00547265182240456	0.00162552936145661	0.00522810135795311	0.0062250311252085	0.00180206018509479	0.000423383856090418	0.0492172063776892	0.0168676284677353	0.00759749405726486	0.0127001326824055	0.00169506535583195	8.62623589355585e-05	4.27723358999464e-05	0.19737514701245	0.0175703145840973	0.00900014604078104	0.0488997379621235	0.00110352081997495	0.000655846092910051	0.0247553246806476	0.00357335187998594	0.0747257660844955	0.00261425411301308	0.00533549076821364	0.0252208963820477	0.00161514386697151	0.000142532991474452	0.000486203222516079
PCNM6	0.00218448832935236	0.00526457202477401	0.000500644662721837	0	0.00156716170337763	0.102488401469492	0.00367281813636107	0.00147497671728595	0.00237761991658889	0	0.00342175923214553	0.0125452076857794	0.0017476098156382	0.0145472528508068	0.00367899896954634	0.00532603275081557	0.00121981458845862	0.0176343985984214	0	0.0435006751173191	0.00214996753843372	0.00394431762175579	0	0	0	0.00100385141363352	0.000322936535071482	0.00163566759574434	0.00631776189029414	0.00862881073579703	6.76976216705806e-05	0.0207499542101707	0.00253478790709812	0.00191349713908287	0.00406134038622367	0.0100806596642314	0.0116940155780258	0.00645015408006737	0.00102766937326886	0.018165624925164	0.0023370622731522	0.00510336869854333	3.33281017257569e-05	0.000767760178924311	0.00758954124342383	0.0101360604652692	0.0269863584276879	0.02784045500753	0.000880917733700356	0.00722770118749233	0.000940556377801304	0.00689330688679168	0.00493428684006806	0	0.00372283465397206	0.000472111971066256	0.00125240996642398	3.43401428171262e-06	0.0193374789385728	0	0.00606550537480739	0.0029772233902316	0.00464117776176515	0	0.0208434969969225	0.022975576011243	0.022147604362131	0.0398467896158756	0.00354693275191151	0	6.78082351916047e-05	0.0367323213946106	0.00419049891658465	0.00808099492963016	0.00866915279479821	0.00699776158490567	0.0129021036406215	0.00161860931316183	0.000111776934672611	0.000813687858355849
PCNM7	0.00765393617697665	0.0030187793777018	0.00241004759535091	0.0117577198006181	0.0024254303185056	0	0.000504198090593823	0.0266080059089396	0.00298099595097065	0.00513997579136611	0.0688383132230177	0.0358070186665594	0.00961113272807859	0.00603278036496513	0.000852546721624026	0.00600736639108175	0.00124751395602048	0.00311042501774806	0	0.129552604324253	0.00778384922652851	0.0105526583050169	0.00382206544936802	0.00185573309762401	0.00963902506415201	0.000823779806800458	0.00669448075341016	0.00027078036634574	0.0169760198361125	0.00181261631657902	3.32589089778699e-05	0.19673663884521	0.00133354523514521	0.00836731606360587	0.0151997976182779	0.000791950399631279	0.00768020810741866	0.00540267446476654	0.00685784112696972	0.0147692238877872	0.0018070535803878	0.0403350548378113	0.00114711437996385	0.000435104303639093	0.12171546882098	0.00200324811333845	0.184548627390312	0.176575485984169	0.0688061640292869	0.0186671613533626	0.00507481244482519	0	0.0148759943376755	0.0222990336353653	0.0925535590084381	0.0114911868775519	0.0146937775931422	0.00429057601621822	0.0041499505172848	0.0026036240622824	0.0178507464586939	0.0648194353377161	0.00144017989080603	0	0	0.00720479270574392	0.0325094533462793	0.0018691124012856	0.00263479645587336	0.000739154973162893	0.000146568334529351	0.213741985138638	0.00284965114258018	0.0193873439484433	0.00868113790182676	0.0594708953346946	0.016678075213629	0	0.000896332258729667	0.000138785017587618
PCNM8	0.00197650392331634	0.0253555556444342	0.00178658832455914	0.00163875461547119	0.000359451842117326	0.00471121620508044	0.000594169846432153	0.00288387966048927	0.000649183632353575	0.000575653075264955	0.00126043941546388	0.012690817908021	0.000733951907563816	0.0083812981364544	0.000126525162371632	0.0174222695783762	0.000373653283734051	0.0504991506810608	0.0297461620041652	0.000584735022714035	0.00746707939632884	0.000409654051419049	0.0200791042451235	0.00626482617999423	0.0251496401062686	0	0.00259566553788038	0.00106254407410102	0.00120498261890466	0.0245276933529714	0	0	0.00622472585414548	0.000372239887490478	0.0102660018063768	0.00222438699274613	0.00388017773700897	0.0375966967464308	0.000670962135394944	0.0183676828564375	0.00469056284433304	0.00426193457248541	0.000716098648539149	0	0.000112474727891852	0.00240551400981924	0	1.6649979860499e-05	0	0.0249661164574333	0.00058245299251736	0.000100965545312579	0	0	0.0123899971055467	0.00300435063549063	0.00112102395799465	0.0043031547554698	0.00297974396704186	0.00310483874517231	0.0185351915650782	0.00110226350285986	0.00286095050789324	0.0122489690998639	0.00517951521141122	0.164443518068509	0.0189938915859881	0.00347435608252316	0.00261627078016213	0	2.53003225111225e-05	0	0.00188402581611316	0.00644169166253665	0.00189397056108488	0.00147283292190315	0.0204154084412856	4.62072670122423e-05	0.000364769380070884	3.22284574704558e-05
PCNM9	0.00848948528311642	0.00232854928009531	0.00603805302815745	0.00873552378880511	0.00877730800754115	0.0315767129030903	0.00728494585467639	0.0197334354417061	0	0.0007023347514306	0.00354501306549154	0.00503545489785326	0.00103593319013543	0.0022684016500515	0.00209105363746562	0.00529990674453642	0.00310922875445835	0.010997511035071	0	0.0448834823901427	0.00270845072901211	0	0	0.000605589571269279	0.0206575291355389	0	0	0.00102529750071158	0.00678764180960978	0.0148242440880297	0.000256710873211993	0.0151981632168805	0.00530774277116993	0.00236793326571533	0.00248500987330056	0.00165687473103848	0.00360394164794722	0.00175197275158875	0	0.000546301219129035	0.000594585714972466	0.0106945704820416	0.000250508265715319	0.00511586520829871	0.00618082291668714	0.00953898337427639	0.0126592650272046	0.00617669219346926	0.0154697260804571	0.00526913632877568	0.00135679876511268	0.00357064267509309	0.00390098185260701	0.0124980456119105	0.00847987465577091	0.000925306966424886	0.000667090935998808	0	0.0155740088532231	0.00195629093669373	0.0025617367099351	0.00347097108102567	0.00437595719724112	0.0016701508448892	0.00482187354239455	0	0.00244619835814829	0.00403465616580148	0.000880668227144873	0	9.93112562762303e-05	0.0154148908303057	0.00230365671645383	0	0.00836873927154953	0.000653070344339326	0	0	0.0020186751792929	2.23262122458152e-05
PCNM10	0.00484722231940428	0.000965660824096289	0.0016640910245063	0.00890376915215549	0.0268592915596555	0.000686566392362003	5.69994782586237e-05	0.00322303161073069	0	0.00439544734117325	0.00144170227944849	0.00365876811615337	0	0	0	0.00440211792012742	0.000844972484699071	0.0043975338552574	0.0224090567604372	0.00583635769986218	0.00384188944031547	0	0	0	0	0	0.000347809748491623	0.00040289151859352	0.00453717246129382	0.00204396895441255	0.000522808227322532	0	0.00512495979446556	0.00342962153219777	0.0064113437412066	0.00359918602420532	0.00109935767183263	0.00222897515922461	0.00103992696288349	0.00689077874241359	0.00364115892921221	0.00715496737543647	9.45288148805911e-05	0.000557316450394707	0	0.00437469478972936	0.00272088951658858	0	0	0.00784523702320483	0.0173012948825635	0	0.00373758746861488	0.00745142284308311	0.0482130684176867	0.000768505833554691	0	8.80206643850274e-05	0.00249899761871218	0.0110626968221835	0.00386578405809769	0	0.00197323580992154	0.000561608560614602	0.00688014972738097	0	0.00106460507430773	0.0494644005902736	0.00312265256313487	0	4.66702635575208e-05	0.00211267581876368	0.00612645316852689	0	0.0114111285410913	0	0.0100786930306967	0.000539238431611249	0	0
PCNM11	0	0.00245634662121332	0.0115915357946771	0.00702897540989438	0.0318083913648088	0.00272257523470929	0.00123280330267351	0.00357972697614153	0.000642135079740624	0.00708040298275831	0.0158351923876313	0.0109920924436839	0.00544034136900047	0.00683242259802303	0	0.00197925147814884	0.00084472960010383	0	0	0.0356052550247004	0.0116518662493805	0	0.0213217549958782	0	0.0103593372394612	0.00158187292221545	0.000450282432742163	0.00237807085406107	0.00159711898223921	0.00135106985354892	0.000398090759897784	0.0251671829755362	0.00462640955286661	0.00595083686464081	0.0113838928790245	0.00436904100355118	0.002024339010267	0.00242839749424897	0.00472336243696149	0.0271198825820124	0.000355289326166981	0.0220161060343074	0.000428960662169118	0.000401298446106424	0.00633983069112315	0.00989684212713383	0.0180739734644276	0.0148942925550992	0	0.0280981704065893	0.00206351586684544	0.00489042047602655	0.00500396511440682	0.0501659583157376	0.00217760694438755	0.00712131289488716	0	0.00947602492166877	0.0061367204123043	0	0.0043750868491313	0.00318596613085102	0.00151067469477398	0	0.0257218547318694	0	0.00669788175585116	0.000554450344265029	0.0126626168790041	0	6.93190192977935e-05	0.00443131837417814	0.00164138775679802	0.0113627654144622	0.0249305026572997	0.014632268114133	0.0346877816585139	0	0	0
PCNM12	0.0306435346741783	0.00193804667061462	0.00658182531025341	0	0	0.0120163414347822	0.00208707969047218	0.00315703522219847	0	0.00979679364027847	0	0.0105989792195755	0.00829043030670163	0.00700839058945894	0.0146493455965106	0.00422324263888913	0.000555140277952073	0.00494770503850947	0	0.00430274020236262	0.015884879770644	0.0219792509256474	0	0.000110244651975877	0.000260364080185807	0.0353287237128604	0.000241702515676676	0.00119382896857291	0.0292729100237594	0.0027338494813023	0.000108301692570556	0	0.00195251032224991	0.00633815523063666	0.00923073870912387	0.00208833744235576	0.0100495792497556	0.00291769343774597	0.00344605347146704	0.00737922709493339	0.000435102752365861	0.00479304612106494	0.000212964586571983	0.000434759259312904	0	0.0148638846845291	0	0	0.0164742318484803	0.0127872315154874	0	0.00193050024889614	0.000583795142605578	0.0038676833496723	0.0116618836605872	0.00117482692374724	0.000871857819113508	0.00416780929082351	0.0190416844925163	0.00234035963402721	0.00462177998785845	6.42073091838892e-05	0.0102109532772102	0.00129321278099667	0.0140756921019806	0.00594945261876981	0.00798792754378675	0	0.0148339121050161	0	1.02871622073509e-05	0.000807822281197782	0.0013951114792018	0.0256069130330985	0.00364553752499048	0	0.00646005419702429	0.000448438919654163	0.000473118755602487	0.000103488456371933
PCNM13	0.00583694659748159	0.0225630394532655	0.0026216288741304	0.000447227517540016	0	0.000597959994775113	0.00180752590191244	0.00138807980034939	0.000172733517988942	0.000791985449513095	0	0.0069425263366242	0.00251295354040021	0.00629057255171508	0.00213059650730311	0.0798398590773127	0.00056934544798778	0.0141615607502782	0.0944182875730464	0.000389544884154213	0.00437818299810438	0.00159016496087088	0.00200518878188061	0	0.000243254791351207	0.00400872658491939	0.000504281023756779	0.000585066479000118	0.00113110495553119	0.0034350426185664	6.30431175150244e-05	0	0.00199117329272337	0.00958752117420189	0.0222331606765683	0	0.00298859209541891	0.013755613968808	0.00465277491433571	0.0174070620652757	0	0.00155928698255676	0.000413151490386867	0.000128586556119198	0	0.00257422671987582	0	0	0	0.0329856066101795	0.00140650601536726	0	0.00046535719348253	0.00795568791448064	0.00637294502165532	0.0028096013054831	0	0.00803553806854748	0.00274948877311534	0.00400221334156644	0.0380237029351325	0	0.00138163785861933	0.00145602558793822	0.00428646333239789	0.0465852237943354	0.0166394072660176	0.0089856998365921	0.010220558819207	0.00189752580081627	0.000133572398479263	0	0.00125528067100899	0.00506510193296644	0.000714052525713617	0	0.0243166076558961	0.000426619597447767	0	0.00011670567927896
