spec	var	rsq	improve.tot	improve.tot.var	rsq.var
10712	RAD_10656	bio14	0.0774434314387134	29270.2473866512	1322.63528638808	0.00349943797080894
10713	RAD_10656	PCNM10	0.0774434314387134	29270.2473866512	1032.12364462581	0.00273080017578898
10714	RAD_10656	PCNM7	0.0774434314387134	29270.2473866512	1617.04445181436	0.00427838786202227
10715	RAD_10656	PCNM5	0.0774434314387134	29270.2473866512	1067.30634707528	0.00282388682343434
10716	RAD_10656	bio2	0.0774434314387134	29270.2473866512	1079.49188339208	0.0028561274032227
10718	RAD_10656	PCNM12	0.0774434314387134	29270.2473866512	1857.96456078351	0.00491581602225258
10720	RAD_10656	TC	0.0774434314387134	29270.2473866512	496.223774214299	0.00131291243729462
10721	RAD_10656	PCNM4	0.0774434314387134	29270.2473866512	1598.48566603438	0.00422928489288257
10724	RAD_10656	PCNM1	0.0774434314387134	29270.2473866512	4253.68542153692	0.0112544315377014
10729	RAD_10656	MGVF	0.0774434314387134	29270.2473866512	515.283865427448	0.00136334176396147
10732	RAD_10656	Elevation	0.0774434314387134	29270.2473866512	1727.0381865366	0.00456941007789649
10733	RAD_10656	PCNM13	0.0774434314387134	29270.2473866512	1164.89282348215	0.00308208182585881
10734	RAD_10656	PCNM2	0.0774434314387134	29270.2473866512	1465.48374715626	0.00387738745758614
10735	RAD_10656	PCNM3	0.0774434314387134	29270.2473866512	867.2465068868	0.00229456705675748
10737	RAD_10656	bio3	0.0774434314387134	29270.2473866512	404.78567221921	0.00107098484819019
10745	RAD_10656	PCNM6	0.0774434314387134	29270.2473866512	970.15495508273	0.00256684297048824
10747	RAD_10656	PCNM8	0.0774434314387134	29270.2473866512	1076.16505698583	0.00284732526194601
10748	RAD_10656	bio15	0.0774434314387134	29270.2473866512	1200.35754292657	0.00317591463610147
10757	RAD_10656	PCNM9	0.0774434314387134	29270.2473866512	1966.32245178451	0.00520251011102227
10763	RAD_10656	PCNM11	0.0774434314387134	29270.2473866512	2355.94895209286	0.00623338671294321
10767	RAD_10656	bio1	0.0774434314387134	29270.2473866512	706.924045594343	0.00187038473348643
10832	RAD_10656	bio13	0.0774434314387134	29270.2473866512	524.682544611167	0.00138820885706677
23811	RAD_10659	bio1	0.475790565033012	61370.7065560498	9033.95864962741	0.0700378491889365
23812	RAD_10659	PCNM2	0.475790565033012	61370.7065560498	1540.5235669108	0.0119432644575755
23814	RAD_10659	Elevation	0.475790565033012	61370.7065560498	2582.46248520871	0.0200211363688933
23815	RAD_10659	PCNM10	0.475790565033012	61370.7065560498	1329.17199055561	0.0103047125884876
23817	RAD_10659	PCNM8	0.475790565033012	61370.7065560498	920.004206985169	0.00713254492311318
23818	RAD_10659	PCNM5	0.475790565033012	61370.7065560498	2862.43469768542	0.0221916855550295
23819	RAD_10659	bio15	0.475790565033012	61370.7065560498	316.27913169471	0.00245202695588555
23820	RAD_10659	PCNM13	0.475790565033012	61370.7065560498	1105.05815854287	0.00856721838728155
23821	RAD_10659	PCNM4	0.475790565033012	61370.7065560498	1289.61289297368	0.00999802155546988
23822	RAD_10659	bio3	0.475790565033012	61370.7065560498	13119.6016118846	0.10171273909362
23823	RAD_10659	PCNM3	0.475790565033012	61370.7065560498	4337.95058817517	0.0336309629993936
23824	RAD_10659	bio13	0.475790565033012	61370.7065560498	2536.43866929494	0.0196643261151514
23825	RAD_10659	PCNM12	0.475790565033012	61370.7065560498	1604.85477286048	0.0124420069773491
23826	RAD_10659	PCNM1	0.475790565033012	61370.7065560498	9628.61902759892	0.0746480909983477
23832	RAD_10659	MGVF	0.475790565033012	61370.7065560498	726.442920609028	0.00563191638253559
23833	RAD_10659	bio2	0.475790565033012	61370.7065560498	1839.0527849807	0.0142576811119546
23836	RAD_10659	PCNM6	0.475790565033012	61370.7065560498	980.987914438087	0.00760533518829176
23840	RAD_10659	PCNM7	0.475790565033012	61370.7065560498	1611.55122806209	0.0124939227916339
23843	RAD_10659	PCNM11	0.475790565033012	61370.7065560498	1485.0678396904	0.011513331134836
23846	RAD_10659	bio14	0.475790565033012	61370.7065560498	699.815924429882	0.00542548444997119
23850	RAD_10659	TC	0.475790565033012	61370.7065560498	428.977956530502	0.00332575060282134
23856	RAD_10659	PCNM9	0.475790565033012	61370.7065560498	1391.83953731064	0.0107905572064337
34504	RAD_10710	PCNM11	0.267203157508712	1723.40886075949	195.112735225393	0.0302509405106638
34505	RAD_10710	PCNM1	0.267203157508712	1723.40886075949	722.405045237091	0.112004129422027
34509	RAD_10710	PCNM10	0.267203157508712	1723.40886075949	141.151403062479	0.021884592474741
34510	RAD_10710	bio13	0.267203157508712	1723.40886075949	16.5108669108669	0.00255990082924694
34514	RAD_10710	bio15	0.267203157508712	1723.40886075949	212.006218640712	0.0328701635010255
34519	RAD_10710	PCNM7	0.267203157508712	1723.40886075949	16.4662698412698	0.00255298634825331
34520	RAD_10710	PCNM2	0.267203157508712	1723.40886075949	35.296609456978	0.00547250609591276
34521	RAD_10710	PCNM9	0.267203157508712	1723.40886075949	48.1821690967261	0.00747032698473549
34522	RAD_10710	bio2	0.267203157508712	1723.40886075949	13.2182018440513	0.00204939486487349
34524	RAD_10710	MGVF	0.267203157508712	1723.40886075949	36.665071040071	0.00568467702311263
34525	RAD_10710	PCNM5	0.267203157508712	1723.40886075949	91.1477434603341	0.0141318554215059
34540	RAD_10710	PCNM4	0.267203157508712	1723.40886075949	21.6647080044139	0.00335896984000218
34551	RAD_10710	TC	0.267203157508712	1723.40886075949	16.4284299034299	0.00254711951589508
34552	RAD_10710	PCNM12	0.267203157508712	1723.40886075949	19.1137816824526	0.00296346556744102
34558	RAD_10710	Elevation	0.267203157508712	1723.40886075949	12.1375979505726	0.00188185437060769
34563	RAD_10710	PCNM13	0.267203157508712	1723.40886075949	25.6507027782344	0.00397697199470197
34566	RAD_10710	PCNM8	0.267203157508712	1723.40886075949	16.3508658008658	0.00253509371424908
34581	RAD_10710	bio14	0.267203157508712	1723.40886075949	34.1706951999767	0.00529794052914281
34595	RAD_10710	PCNM3	0.267203157508712	1723.40886075949	25.6920823726203	0.00398338762742157
34651	RAD_10710	bio1	0.267203157508712	1723.40886075949	9.575	0.00148454048914337
34700	RAD_10710	PCNM6	0.267203157508712	1723.40886075949	8.85948864777979	0.00137360518127782
34730	RAD_10710	bio3	0.267203157508712	1723.40886075949	5.6031746031746	0.000868735202731335
35797	RAD_10901	bio15	0.348435323174448	2370.36793248945	481.888894882138	0.0708358860753288
35798	RAD_10901	PCNM7	0.348435323174448	2370.36793248945	90.4590326004591	0.0132971433785329
35799	RAD_10901	PCNM11	0.348435323174448	2370.36793248945	33.3486226137842	0.00490212423927496
35800	RAD_10901	bio2	0.348435323174448	2370.36793248945	41.5969369212633	0.00611459594966994
35801	RAD_10901	PCNM3	0.348435323174448	2370.36793248945	215.604102954729	0.0316930060776977
35802	RAD_10901	PCNM9	0.348435323174448	2370.36793248945	233.655801104679	0.0343465389712683
35803	RAD_10901	PCNM4	0.348435323174448	2370.36793248945	39.0439134155423	0.00573931093248124
35804	RAD_10901	PCNM13	0.348435323174448	2370.36793248945	27.8857701122175	0.00409910511690662
35806	RAD_10901	MGVF	0.348435323174448	2370.36793248945	82.4191975877779	0.012115317353756
35807	RAD_10901	PCNM10	0.348435323174448	2370.36793248945	42.8113482558519	0.00629310992635444
35809	RAD_10901	PCNM6	0.348435323174448	2370.36793248945	536.497105937946	0.0788630912220106
35814	RAD_10901	TC	0.348435323174448	2370.36793248945	114.027094266869	0.0167615613158387
35815	RAD_10901	PCNM2	0.348435323174448	2370.36793248945	57.1851731601732	0.00840600904937377
35819	RAD_10901	bio14	0.348435323174448	2370.36793248945	82.0116360508507	0.0120554073145227
35820	RAD_10901	bio13	0.348435323174448	2370.36793248945	61.8381134694533	0.00908997407360221
35825	RAD_10901	PCNM12	0.348435323174448	2370.36793248945	101.60284556073	0.0149352426866558
35844	RAD_10901	PCNM1	0.348435323174448	2370.36793248945	25.5541587456144	0.00375636686564015
35845	RAD_10901	PCNM8	0.348435323174448	2370.36793248945	31.2310989364651	0.00459085608688254
35872	RAD_10901	Elevation	0.348435323174448	2370.36793248945	13.053823953824	0.00191886386314554
35876	RAD_10901	bio1	0.348435323174448	2370.36793248945	22.5682622932623	0.00331745112556426
35914	RAD_10901	bio3	0.348435323174448	2370.36793248945	25.468621599444	0.00374379322137134
35915	RAD_10901	PCNM5	0.348435323174448	2370.36793248945	10.6163780663781	0.00156056832856982
37675	RAD_10964	PCNM6	0.0462033757066092	5637.02738078063	371.399436523828	0.00304414127230246
37676	RAD_10964	bio14	0.0462033757066092	5637.02738078063	317.412130149231	0.00260163928831034
37677	RAD_10964	PCNM3	0.0462033757066092	5637.02738078063	264.693754521407	0.00216953797830443
37678	RAD_10964	bio15	0.0462033757066092	5637.02738078063	287.50409802964	0.00235650085783576
37679	RAD_10964	PCNM5	0.0462033757066092	5637.02738078063	242.770322667756	0.00198984458845749
37680	RAD_10964	bio1	0.0462033757066092	5637.02738078063	398.291006466518	0.00326455554838686
37684	RAD_10964	Elevation	0.0462033757066092	5637.02738078063	411.093640989303	0.00336949116301726
37685	RAD_10964	PCNM4	0.0462033757066092	5637.02738078063	352.864473021707	0.00289222115119101
37686	RAD_10964	PCNM11	0.0462033757066092	5637.02738078063	501.179926255767	0.0041078751024621
37690	RAD_10964	PCNM1	0.0462033757066092	5637.02738078063	281.984567427728	0.00231126053365466
37694	RAD_10964	PCNM7	0.0462033757066092	5637.02738078063	129.786073946111	0.00106377960065674
37695	RAD_10964	PCNM10	0.0462033757066092	5637.02738078063	143.358788462476	0.00117502710502336
37697	RAD_10964	PCNM12	0.0462033757066092	5637.02738078063	328.824962689044	0.00269518351900035
37698	RAD_10964	bio13	0.0462033757066092	5637.02738078063	138.438281501442	0.00113469662293935
37701	RAD_10964	bio3	0.0462033757066092	5637.02738078063	48.6410916873438	0.000398682227741591
37714	RAD_10964	bio2	0.0462033757066092	5637.02738078063	180.079524407687	0.00147600523489451
37715	RAD_10964	PCNM9	0.0462033757066092	5637.02738078063	633.949536156933	0.00519610898076446
37730	RAD_10964	MGVF	0.0462033757066092	5637.02738078063	181.825144983284	0.00149031305315532
37738	RAD_10964	PCNM2	0.0462033757066092	5637.02738078063	96.3325821765795	0.000789581136729539
37789	RAD_10964	PCNM13	0.0462033757066092	5637.02738078063	172.821090362301	0.00141651214880731
37837	RAD_10964	PCNM8	0.0462033757066092	5637.02738078063	102.244879471013	0.000838040736928611
37845	RAD_10964	TC	0.0462033757066092	5637.02738078063	51.5320688835313	0.000422377856045634
42167	RAD_11057	PCNM9	0.103025520457001	8060.24479528627	1574.28519898739	0.0201224101863855
42168	RAD_11057	bio13	0.103025520457001	8060.24479528627	98.2576767798729	0.00125592318177014
42169	RAD_11057	PCNM4	0.103025520457001	8060.24479528627	710.12041754487	0.00907671261392557
42171	RAD_11057	PCNM5	0.103025520457001	8060.24479528627	261.71065226612	0.0033451683967001
42172	RAD_11057	bio3	0.103025520457001	8060.24479528627	210.903435035145	0.00269575387752145
42173	RAD_11057	PCNM12	0.103025520457001	8060.24479528627	959.265136889582	0.012261264079982
42175	RAD_11057	bio1	0.103025520457001	8060.24479528627	422.693716497659	0.00540284336792633
42178	RAD_11057	bio15	0.103025520457001	8060.24479528627	93.0822826875602	0.00118977163383671
42179	RAD_11057	PCNM6	0.103025520457001	8060.24479528627	202.065181985815	0.00258278390657585
42181	RAD_11057	Elevation	0.103025520457001	8060.24479528627	262.133406803922	0.00335057201748195
42183	RAD_11057	TC	0.103025520457001	8060.24479528627	80.9443714104945	0.00103462564778528
42184	RAD_11057	PCNM7	0.103025520457001	8060.24479528627	1389.05619575019	0.0177548252126135
42187	RAD_11057	PCNM3	0.103025520457001	8060.24479528627	135.463986628766	0.00173149179461281
42189	RAD_11057	PCNM10	0.103025520457001	8060.24479528627	633.880238970151	0.0081022156505097
42195	RAD_11057	bio2	0.103025520457001	8060.24479528627	120.662308970281	0.00154229772133926
42200	RAD_11057	PCNM2	0.103025520457001	8060.24479528627	90.8504141158366	0.00116124403609825
42202	RAD_11057	PCNM13	0.103025520457001	8060.24479528627	143.582279181304	0.00183525927769677
42220	RAD_11057	PCNM11	0.103025520457001	8060.24479528627	216.413974233148	0.0027661892282201
42222	RAD_11057	MGVF	0.103025520457001	8060.24479528627	65.4769108317874	0.000836921580881333
42226	RAD_11057	bio14	0.103025520457001	8060.24479528627	104.647240222478	0.00133759416272501
42233	RAD_11057	PCNM8	0.103025520457001	8060.24479528627	180.864980565501	0.00231180432213465
42289	RAD_11057	PCNM1	0.103025520457001	8060.24479528627	103.884788928388	0.00132784856027846
46589	RAD_11067	MGVF	0.0550016822431744	10200.3621345665	514.883658530655	0.00277631980169983
46590	RAD_11067	PCNM12	0.0550016822431744	10200.3621345665	479.323053246639	0.00258457238269612
46591	RAD_11067	PCNM9	0.0550016822431744	10200.3621345665	324.900137316677	0.00175190389102935
46593	RAD_11067	PCNM10	0.0550016822431744	10200.3621345665	202.806248879242	0.00109355772967959
46594	RAD_11067	PCNM3	0.0550016822431744	10200.3621345665	823.758269694674	0.0044418119667924
46595	RAD_11067	PCNM5	0.0550016822431744	10200.3621345665	941.658154080582	0.00507754351160939
46596	RAD_11067	bio2	0.0550016822431744	10200.3621345665	205.93058262066	0.00111040454446911
46597	RAD_11067	PCNM6	0.0550016822431744	10200.3621345665	475.573290552604	0.00256435317346964
46599	RAD_11067	PCNM11	0.0550016822431744	10200.3621345665	591.784308177252	0.00319097812856673
46601	RAD_11067	bio1	0.0550016822431744	10200.3621345665	831.0566356018	0.00448116570710303
46602	RAD_11067	PCNM8	0.0550016822431744	10200.3621345665	263.147264570216	0.00141892435171535
46605	RAD_11067	PCNM1	0.0550016822431744	10200.3621345665	297.657681706604	0.0016050090193354
46610	RAD_11067	PCNM7	0.0550016822431744	10200.3621345665	615.771541853916	0.00332032041927871
46615	RAD_11067	bio13	0.0550016822431744	10200.3621345665	160.618292475956	0.000866074769567893
46617	RAD_11067	PCNM4	0.0550016822431744	10200.3621345665	1563.47133073922	0.00843044121328011
46620	RAD_11067	PCNM2	0.0550016822431744	10200.3621345665	221.874274337897	0.00119637500846302
46623	RAD_11067	bio3	0.0550016822431744	10200.3621345665	845.572119043079	0.00455943508590654
46632	RAD_11067	TC	0.0550016822431744	10200.3621345665	126.806819197799	0.000683758898338503
46637	RAD_11067	Elevation	0.0550016822431744	10200.3621345665	214.240895510563	0.00115521483481781
46640	RAD_11067	bio14	0.0550016822431744	10200.3621345665	91.1419288013262	0.000491449160414892
46671	RAD_11067	PCNM13	0.0550016822431744	10200.3621345665	300.093433860675	0.00161814291244959
46707	RAD_11067	bio15	0.0550016822431744	10200.3621345665	108.292213768482	0.000583925732491365
52554	RAD_11178	bio1	0.198999185516129	17783.6825012474	451.40281740272	0.00505119190001995
52555	RAD_11178	PCNM1	0.198999185516129	17783.6825012474	1406.27862320165	0.0157362402644246
52556	RAD_11178	MGVF	0.198999185516129	17783.6825012474	546.537728902129	0.00611575037384581
52557	RAD_11178	PCNM11	0.198999185516129	17783.6825012474	618.495972642699	0.0069209622243464
52558	RAD_11178	PCNM12	0.198999185516129	17783.6825012474	1041.3223537806	0.0116523841587671
52559	RAD_11178	PCNM10	0.198999185516129	17783.6825012474	524.370808817391	0.00586770281440728
52560	RAD_11178	PCNM4	0.198999185516129	17783.6825012474	770.882285405972	0.00862616316467867
52561	RAD_11178	PCNM7	0.198999185516129	17783.6825012474	724.178950332124	0.00810355342735735
52563	RAD_11178	PCNM13	0.198999185516129	17783.6825012474	433.050647394717	0.0048458313463894
52564	RAD_11178	PCNM3	0.198999185516129	17783.6825012474	3502.91496386622	0.0391975747819803
52565	RAD_11178	bio2	0.198999185516129	17783.6825012474	204.075204777114	0.00228359899766736
52566	RAD_11178	PCNM6	0.198999185516129	17783.6825012474	684.222405059686	0.00765644018381537
52567	RAD_11178	bio15	0.198999185516129	17783.6825012474	451.030908998477	0.00504703024961229
52569	RAD_11178	PCNM9	0.198999185516129	17783.6825012474	653.688326051614	0.00731476422032101
52570	RAD_11178	bio13	0.198999185516129	17783.6825012474	2193.81776529412	0.0245487934477982
52577	RAD_11178	PCNM5	0.198999185516129	17783.6825012474	590.607254394992	0.00660888781478622
52587	RAD_11178	PCNM2	0.198999185516129	17783.6825012474	570.475102583511	0.00638360928696215
52594	RAD_11178	PCNM8	0.198999185516129	17783.6825012474	507.938006205724	0.00568381995801689
52596	RAD_11178	bio14	0.198999185516129	17783.6825012474	350.804545854863	0.00392549849535251
52608	RAD_11178	Elevation	0.198999185516129	17783.6825012474	280.437204677203	0.00313808882470034
52614	RAD_11178	TC	0.198999185516129	17783.6825012474	105.68769763053	0.00118264401909308
52640	RAD_11178	bio3	0.198999185516129	17783.6825012474	1171.4629279733	0.0131086555617868
61489	RAD_11258	PCNM7	0.122904874047526	2475.88135194623	779.978156517413	0.0387187847314407
61490	RAD_11258	PCNM6	0.122904874047526	2475.88135194623	105.940012491311	0.0052589530922404
61491	RAD_11258	PCNM12	0.122904874047526	2475.88135194623	75.0558687840676	0.00372583770711879
61492	RAD_11258	bio2	0.122904874047526	2475.88135194623	145.322262311874	0.00721392175424825
61493	RAD_11258	bio14	0.122904874047526	2475.88135194623	20.1583361083361	0.00100067709563514
61495	RAD_11258	PCNM9	0.122904874047526	2475.88135194623	107.923935844817	0.00535743674925851
61496	RAD_11258	PCNM11	0.122904874047526	2475.88135194623	263.791098413449	0.013094816397352
61497	RAD_11258	bio13	0.122904874047526	2475.88135194623	16.3245446887852	0.000810364401057105
61498	RAD_11258	PCNM10	0.122904874047526	2475.88135194623	86.9674856633286	0.00431714058643372
61499	RAD_11258	PCNM13	0.122904874047526	2475.88135194623	44.4516496587789	0.00220661801835634
61506	RAD_11258	PCNM5	0.122904874047526	2475.88135194623	239.245339694311	0.0118763438799169
61509	RAD_11258	Elevation	0.122904874047526	2475.88135194623	35.1054743926676	0.00174266586127718
61515	RAD_11258	PCNM4	0.122904874047526	2475.88135194623	103.876157961461	0.005156501583066
61517	RAD_11258	TC	0.122904874047526	2475.88135194623	36.8671189010118	0.00183011540575731
61519	RAD_11258	PCNM3	0.122904874047526	2475.88135194623	109.580664071572	0.00543967815952649
61530	RAD_11258	PCNM2	0.122904874047526	2475.88135194623	71.8757279354128	0.00356797278756193
61531	RAD_11258	PCNM8	0.122904874047526	2475.88135194623	68.706598474058	0.00341065448271589
61549	RAD_11258	bio15	0.122904874047526	2475.88135194623	35.2912808219684	0.00175188945180686
61560	RAD_11258	MGVF	0.122904874047526	2475.88135194623	76.0302059305032	0.00377420463882509
61578	RAD_11258	bio3	0.122904874047526	2475.88135194623	6.72230561281194	0.000333701016812527
61633	RAD_11258	bio1	0.122904874047526	2475.88135194623	24.2424730072795	0.00120341715454908
61652	RAD_11258	PCNM1	0.122904874047526	2475.88135194623	22.4246546610088	0.00111317909257003
63773	RAD_11392	Elevation	0.342594696769934	37931.8069275612	2896.31237740437	0.0261590823390721
63774	RAD_11392	PCNM4	0.342594696769934	37931.8069275612	1675.58267653861	0.0151336249306014
63775	RAD_11392	PCNM1	0.342594696769934	37931.8069275612	6309.72610252483	0.0569885506620872
63776	RAD_11392	PCNM12	0.342594696769934	37931.8069275612	1338.30212711474	0.0120873548761077
63777	RAD_11392	bio14	0.342594696769934	37931.8069275612	998.609732461561	0.00901930137779941
63778	RAD_11392	MGVF	0.342594696769934	37931.8069275612	372.291293524004	0.00336248212637265
63779	RAD_11392	bio13	0.342594696769934	37931.8069275612	1957.60380429586	0.0176807997311909
63781	RAD_11392	PCNM5	0.342594696769934	37931.8069275612	2261.5580927468	0.0204260717263435
63782	RAD_11392	PCNM9	0.342594696769934	37931.8069275612	973.023233473216	0.00878820775025204
63783	RAD_11392	PCNM2	0.342594696769934	37931.8069275612	1513.38484014744	0.0136686770919368
63785	RAD_11392	PCNM7	0.342594696769934	37931.8069275612	3031.7013451634	0.027381896281049
63788	RAD_11392	PCNM8	0.342594696769934	37931.8069275612	1773.83999188751	0.0160210710578495
63790	RAD_11392	PCNM13	0.342594696769934	37931.8069275612	1096.92629240514	0.00990728259381839
63792	RAD_11392	bio2	0.342594696769934	37931.8069275612	719.356413561357	0.00649712503399072
63793	RAD_11392	bio3	0.342594696769934	37931.8069275612	1794.96801801597	0.0162118963912866
63795	RAD_11392	PCNM11	0.342594696769934	37931.8069275612	1495.41268356542	0.0135063551243523
63802	RAD_11392	PCNM6	0.342594696769934	37931.8069275612	1287.63643729804	0.0116297495563152
63818	RAD_11392	PCNM10	0.342594696769934	37931.8069275612	984.781945203972	0.00889441076577135
63829	RAD_11392	PCNM3	0.342594696769934	37931.8069275612	1409.14349230673	0.0127271840324952
63831	RAD_11392	TC	0.342594696769934	37931.8069275612	448.188799919054	0.00404797763252301
63839	RAD_11392	bio15	0.342594696769934	37931.8069275612	562.290544213686	0.00507852839331835
63896	RAD_11392	bio1	0.342594696769934	37931.8069275612	3031.16668378947	0.0273770672954005
78085	RAD_11437	bio3	0.397106042306321	44726.6474701612	7318.77130284935	0.0649797932777881
78086	RAD_11437	PCNM9	0.397106042306321	44726.6474701612	912.413600043056	0.00810087440381667
78087	RAD_11437	PCNM11	0.397106042306321	44726.6474701612	1126.69213335246	0.0100033487703667
78088	RAD_11437	bio13	0.397106042306321	44726.6474701612	2679.34376387696	0.0237885837243027
78089	RAD_11437	PCNM7	0.397106042306321	44726.6474701612	784.891990655443	0.00696867236148316
78090	RAD_11437	PCNM5	0.397106042306321	44726.6474701612	1888.9170540259	0.0167707712962291
78091	RAD_11437	PCNM1	0.397106042306321	44726.6474701612	9259.68427260597	0.0822122108962841
78092	RAD_11437	PCNM6	0.397106042306321	44726.6474701612	1150.34036145566	0.010213309829395
78094	RAD_11437	bio1	0.397106042306321	44726.6474701612	3925.47222349122	0.0348523492598891
78096	RAD_11437	PCNM3	0.397106042306321	44726.6474701612	1224.14275947085	0.0108685652497365
78097	RAD_11437	MGVF	0.397106042306321	44726.6474701612	455.979079457155	0.00404841538231789
78098	RAD_11437	PCNM12	0.397106042306321	44726.6474701612	1343.02496113793	0.0119240622135134
78099	RAD_11437	PCNM8	0.397106042306321	44726.6474701612	917.819018401306	0.0081488664714691
78100	RAD_11437	PCNM10	0.397106042306321	44726.6474701612	1043.62297787788	0.00926581833976047
78105	RAD_11437	PCNM2	0.397106042306321	44726.6474701612	1589.88467942841	0.0141158089971413
78111	RAD_11437	PCNM13	0.397106042306321	44726.6474701612	969.362599343274	0.00860649673422947
78118	RAD_11437	TC	0.397106042306321	44726.6474701612	1075.43009154037	0.00954821815593553
78126	RAD_11437	bio2	0.397106042306321	44726.6474701612	1035.19217315077	0.00919096534522576
78128	RAD_11437	Elevation	0.397106042306321	44726.6474701612	2972.87532384283	0.0263947069788527
78130	RAD_11437	PCNM4	0.397106042306321	44726.6474701612	2093.71914031844	0.0185891089214215
78167	RAD_11437	bio14	0.397106042306321	44726.6474701612	665.540359879317	0.00590900756608502
78355	RAD_11437	bio15	0.397106042306321	44726.6474701612	293.52760395667	0.00260608813107785
89047	RAD_11519	bio1	0.43462004581171	37374.2403880745	3733.43894215649	0.0434156624248884
89048	RAD_11519	PCNM5	0.43462004581171	37374.2403880745	1864.34709424308	0.021680243159334
89049	RAD_11519	PCNM13	0.43462004581171	37374.2403880745	1029.07954000542	0.0119670284178875
89050	RAD_11519	PCNM11	0.43462004581171	37374.2403880745	780.220446071394	0.00907307927850174
89051	RAD_11519	PCNM6	0.43462004581171	37374.2403880745	1486.57264607929	0.0172871545971961
